Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:30:46.320,00:30:50.799,neural network training works and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neural network training works and,neural network training works and
00:30:47.919,00:30:53.279,remember the whole process is about,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,remember the whole process is about,remember the whole process is about
00:30:50.799,00:30:55.679,changing these weights and biases and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,changing these weights and biases and,changing these weights and biases and
00:30:53.279,00:30:57.520,coming up with the optimal values of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,coming up with the optimal values of,coming up with the optimal values of
00:30:55.679,00:31:00.240,these weights and biases so that the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,these weights and biases so that the,these weights and biases so that the
00:30:57.520,00:31:02.960,accuracy is the maximum possible all,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,accuracy is the maximum possible all,accuracy is the maximum possible all
00:31:00.240,00:31:04.960,right so a little bit more detail about,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,right so a little bit more detail about,right so a little bit more detail about
00:31:02.960,00:31:07.520,how this whole thing works so this is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,how this whole thing works so this is,how this whole thing works so this is
00:31:04.960,00:31:09.840,known as forward propagation which is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,known as forward propagation which is,known as forward propagation which is
00:31:07.520,00:31:12.320,the data or the information is going in,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the data or the information is going in,the data or the information is going in
00:31:09.840,00:31:15.279,the forward direction the inputs are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the forward direction the inputs are,the forward direction the inputs are
00:31:12.320,00:31:18.399,taken weighted summation is done bias is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,taken weighted summation is done bias is,taken weighted summation is done bias is
00:31:15.279,00:31:21.039,added here and then that is fed to the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,added here and then that is fed to the,added here and then that is fed to the
00:31:18.399,00:31:23.200,activation function and then that is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,activation function and then that is,activation function and then that is
00:31:21.039,00:31:25.360,that comes out as an output so that is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,that comes out as an output so that is,that comes out as an output so that is
00:31:23.200,00:31:27.360,forward propagation and the output is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,forward propagation and the output is,forward propagation and the output is
00:31:25.360,00:31:29.039,compared with the actual value and that,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,compared with the actual value and that,compared with the actual value and that
00:31:27.360,00:31:31.200,will give us the error the difference,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,will give us the error the difference,will give us the error the difference
00:31:29.039,00:31:33.679,between them is the error and in,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,between them is the error and in,between them is the error and in
00:31:31.200,00:31:36.720,technical terms that is also known as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,technical terms that is also known as,technical terms that is also known as
00:31:33.679,00:31:38.880,our cost function and this is what we,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,our cost function and this is what we,our cost function and this is what we
00:31:36.720,00:31:40.559,would like to minimize there are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,would like to minimize there are,would like to minimize there are
00:31:38.880,00:31:44.000,different ways of defining the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,different ways of defining the cost,different ways of defining the cost
00:31:40.559,00:31:47.200,function but one of the simplest ways is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function but one of the simplest ways is,function but one of the simplest ways is
00:31:44.000,00:31:49.120,mean square error so it is nothing but,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,mean square error so it is nothing but,mean square error so it is nothing but
00:31:47.200,00:31:51.919,the square of the difference of the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the square of the difference of the,the square of the difference of the
00:31:49.120,00:31:53.679,errors or the sum of the squares of the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,errors or the sum of the squares of the,errors or the sum of the squares of the
00:31:51.919,00:31:56.240,difference of the errors and this is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,difference of the errors and this is,difference of the errors and this is
00:31:53.679,00:31:57.760,also nothing new we have probably if,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,also nothing new we have probably if,also nothing new we have probably if
00:31:56.240,00:31:59.760,you're familiar with machine learning,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,you're familiar with machine learning,you're familiar with machine learning
00:31:57.760,00:32:02.159,you must have come across this mean,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,you must have come across this mean,you must have come across this mean
00:31:59.760,00:32:04.320,square now there are different ways of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,square now there are different ways of,square now there are different ways of
00:32:02.159,00:32:06.240,defining cost function it need not,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,defining cost function it need not,defining cost function it need not
00:32:04.320,00:32:08.720,always be the mean square error but the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,always be the mean square error but the,always be the mean square error but the
00:32:06.240,00:32:11.760,most common one is this so you define,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,most common one is this so you define,most common one is this so you define
00:32:08.720,00:32:15.200,this cost function and you ask the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this cost function and you ask the,this cost function and you ask the
00:32:11.760,00:32:17.600,system to minimize this error so we use,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,system to minimize this error so we use,system to minimize this error so we use
00:32:15.200,00:32:21.039,what is known as an optimization,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,what is known as an optimization,what is known as an optimization
00:32:17.600,00:32:23.519,function to minimize this error and the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function to minimize this error and the,function to minimize this error and the
00:32:21.039,00:32:25.840,error itself sent back to the system as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,error itself sent back to the system as,error itself sent back to the system as
00:32:23.519,00:32:27.600,feedback and that is known as back,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,feedback and that is known as back,feedback and that is known as back
00:32:25.840,00:32:30.080,propagation and so this is the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,propagation and so this is the cost,propagation and so this is the cost
00:32:27.600,00:32:32.880,function and how do we optimize the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function and how do we optimize the cost,function and how do we optimize the cost
00:32:30.080,00:32:35.919,function we use what is known as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function we use what is known as,function we use what is known as
00:32:32.880,00:32:39.519,gradient descent so the gradient descent,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,gradient descent so the gradient descent,gradient descent so the gradient descent
00:32:35.919,00:32:42.480,mechanism identifies how to change the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,mechanism identifies how to change the,mechanism identifies how to change the
00:32:39.519,00:32:45.760,weights and biases so that the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights and biases so that the cost,weights and biases so that the cost
00:32:42.480,00:32:47.919,function is minimized and there is also,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function is minimized and there is also,function is minimized and there is also
00:32:45.760,00:32:50.159,what is known as the rate or the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,what is known as the rate or the,what is known as the rate or the
00:32:47.919,00:32:53.120,learning rate that is what is shown here,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning rate that is what is shown here,learning rate that is what is shown here
00:32:50.159,00:32:55.919,as slower and faster so you need to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as slower and faster so you need to,as slower and faster so you need to
00:32:53.120,00:32:59.360,specify what should be the learning rate,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,specify what should be the learning rate,specify what should be the learning rate
00:32:55.919,00:33:02.480,now if the learning rate is very small,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,now if the learning rate is very small,now if the learning rate is very small
00:32:59.360,00:33:04.480,then it will probably take very long to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,then it will probably take very long to,then it will probably take very long to
00:33:02.480,00:33:07.279,train whereas if the learning rate is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,train whereas if the learning rate is,train whereas if the learning rate is
00:33:04.480,00:33:09.840,very high then it will appear to be,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,very high then it will appear to be,very high then it will appear to be
00:33:07.279,00:33:12.159,faster but then it will probably never,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,faster but then it will probably never,faster but then it will probably never
00:33:09.840,00:33:14.480,what is known as converge now what is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,what is known as converge now what is,what is known as converge now what is
00:33:12.159,00:33:17.760,convergence now we are talking about a,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,convergence now we are talking about a,convergence now we are talking about a
00:33:14.480,00:33:20.159,few terms here convergence is like this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,few terms here convergence is like this,few terms here convergence is like this
00:33:17.760,00:33:24.000,this is a representation of convergence,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this is a representation of convergence,this is a representation of convergence
00:33:20.159,00:33:26.240,so the whole idea of gradient descent is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,so the whole idea of gradient descent is,so the whole idea of gradient descent is
00:33:24.000,00:33:28.640,to optimize the cost function or,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,to optimize the cost function or,to optimize the cost function or
00:33:26.240,00:33:30.880,minimize the cost function in order to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,minimize the cost function in order to,minimize the cost function in order to
00:33:28.640,00:33:34.000,do that we need to represent the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,do that we need to represent the cost,do that we need to represent the cost
00:33:30.880,00:33:36.480,function as this curve we need to come,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function as this curve we need to come,function as this curve we need to come
00:33:34.000,00:33:38.960,to this minimum value that is what is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,to this minimum value that is what is,to this minimum value that is what is
00:33:36.480,00:33:41.840,known as the minimization of the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,known as the minimization of the cost,known as the minimization of the cost
00:33:38.960,00:33:44.720,function now what happens if we have the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function now what happens if we have the,function now what happens if we have the
00:33:41.840,00:33:48.000,learning rate very small is that it will,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning rate very small is that it will,learning rate very small is that it will
00:33:44.720,00:33:51.200,take very long to come to this point on,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,take very long to come to this point on,take very long to come to this point on
00:33:48.000,00:33:53.279,the other hand if you have large higher,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the other hand if you have large higher,the other hand if you have large higher
00:33:51.200,00:33:56.159,learning rate what will happen is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning rate what will happen is,learning rate what will happen is
00:33:53.279,00:33:58.559,instead of stopping here it will cross,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,instead of stopping here it will cross,instead of stopping here it will cross
00:33:56.159,00:34:01.279,over because the learning rate is high,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,over because the learning rate is high,over because the learning rate is high
00:33:58.559,00:34:03.440,and then it has to come back so it will,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and then it has to come back so it will,and then it has to come back so it will
00:34:01.279,00:34:05.440,result in what is known as like an,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,result in what is known as like an,result in what is known as like an
00:34:03.440,00:34:07.760,oscillation so it will never come to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,oscillation so it will never come to,oscillation so it will never come to
00:34:05.440,00:34:10.639,this point which is known as convergence,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,this point which is known as convergence,this point which is known as convergence
00:34:07.760,00:34:13.040,instead it will go back and forth so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,instead it will go back and forth so,instead it will go back and forth so
00:34:10.639,00:34:14.960,these are known as hyper parameters the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,these are known as hyper parameters the,these are known as hyper parameters the
00:34:13.040,00:34:17.520,learning rate and so on and these have,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,learning rate and so on and these have,learning rate and so on and these have
00:34:14.960,00:34:20.639,to be those numbers or those values we,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,to be those numbers or those values we,to be those numbers or those values we
00:34:17.520,00:34:23.040,can determine typically using trial and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,can determine typically using trial and,can determine typically using trial and
00:34:20.639,00:34:25.359,error out of experience we we try to,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,error out of experience we we try to,error out of experience we we try to
00:34:23.040,00:34:28.639,find out these values so that is the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,find out these values so that is the,find out these values so that is the
00:34:25.359,00:34:30.560,gradient descent mechanism to optimize,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,gradient descent mechanism to optimize,gradient descent mechanism to optimize
00:34:28.639,00:34:34.399,the cost function and that is what is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the cost function and that is what is,the cost function and that is what is
00:34:30.560,00:34:36.560,used to train our neural network this is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,used to train our neural network this is,used to train our neural network this is
00:34:34.399,00:34:38.720,another representation of how the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,another representation of how the,another representation of how the
00:34:36.560,00:34:41.200,training process works and here in this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,training process works and here in this,training process works and here in this
00:34:38.720,00:34:44.320,example we are trying to classify these,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,example we are trying to classify these,example we are trying to classify these
00:34:41.200,00:34:46.960,images whether they are cats or dogs and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,images whether they are cats or dogs and,images whether they are cats or dogs and
00:34:44.320,00:34:49.599,as you can see actually each image is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,as you can see actually each image is,as you can see actually each image is
00:34:46.960,00:34:54.000,fed in each time one image is fed rather,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,fed in each time one image is fed rather,fed in each time one image is fed rather
00:34:49.599,00:34:56.960,and these values of x1 x2 up to xn are,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and these values of x1 x2 up to xn are,and these values of x1 x2 up to xn are
00:34:54.000,00:34:59.280,the pixel values within this image okay,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the pixel values within this image okay,the pixel values within this image okay
00:34:56.960,00:35:01.920,so those values are then taken and for,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,so those values are then taken and for,so those values are then taken and for
00:34:59.280,00:35:04.320,each of those values a weight is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,each of those values a weight is,each of those values a weight is
00:35:01.920,00:35:06.079,multiplied and then it goes to the next,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,multiplied and then it goes to the next,multiplied and then it goes to the next
00:35:04.320,00:35:08.480,layer and then to the next layer and so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,layer and then to the next layer and so,layer and then to the next layer and so
00:35:06.079,00:35:10.880,on ultimately it comes as the output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,on ultimately it comes as the output,on ultimately it comes as the output
00:35:08.480,00:35:13.839,layer and it gives an output as whether,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,layer and it gives an output as whether,layer and it gives an output as whether
00:35:10.880,00:35:16.720,it is a dog or a cat remember the output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,it is a dog or a cat remember the output,it is a dog or a cat remember the output
00:35:13.839,00:35:19.520,will never be a named output so these,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,will never be a named output so these,will never be a named output so these
00:35:16.720,00:35:22.400,would be like a zero or a one and we say,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,would be like a zero or a one and we say,would be like a zero or a one and we say
00:35:19.520,00:35:24.400,okay zero corresponds to dogs and one,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,okay zero corresponds to dogs and one,okay zero corresponds to dogs and one
00:35:22.400,00:35:26.640,corresponds to catch so that is the way,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,corresponds to catch so that is the way,corresponds to catch so that is the way
00:35:24.400,00:35:28.800,it typically happens this is a binary,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,it typically happens this is a binary,it typically happens this is a binary
00:35:26.640,00:35:31.280,classification we have similar,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,classification we have similar,classification we have similar
00:35:28.800,00:35:32.960,situations where there can be multiple,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,situations where there can be multiple,situations where there can be multiple
00:35:31.280,00:35:34.960,classes which means that there will be,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,classes which means that there will be,classes which means that there will be
00:35:32.960,00:35:38.160,multiple more neurons in the output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,multiple more neurons in the output,multiple more neurons in the output
00:35:34.960,00:35:39.920,layer okay so this is once again a quick,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,layer okay so this is once again a quick,layer okay so this is once again a quick
00:35:38.160,00:35:41.839,representation of how the forward,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,representation of how the forward,representation of how the forward
00:35:39.920,00:35:44.400,propagation and the backward propagation,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,propagation and the backward propagation,propagation and the backward propagation
00:35:41.839,00:35:46.640,works so the information is going,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,works so the information is going,works so the information is going
00:35:44.400,00:35:49.119,in this direction which is basically the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,in this direction which is basically the,in this direction which is basically the
00:35:46.640,00:35:50.079,forward propagation and at the output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,forward propagation and at the output,forward propagation and at the output
00:35:49.119,00:35:53.200,level,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,level,level
00:35:50.079,00:35:56.480,we find out what is the cost function,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,we find out what is the cost function,we find out what is the cost function
00:35:53.200,00:35:58.560,the difference is basically sent back as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the difference is basically sent back as,the difference is basically sent back as
00:35:56.480,00:36:01.040,part of the backward propagation and,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,part of the backward propagation and,part of the backward propagation and
00:35:58.560,00:36:03.520,gradient descent then adjust the weights,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,gradient descent then adjust the weights,gradient descent then adjust the weights
00:36:01.040,00:36:06.160,and biases for the next iteration this,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and biases for the next iteration this,and biases for the next iteration this
00:36:03.520,00:36:09.280,happens iteratively till the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,happens iteratively till the cost,happens iteratively till the cost
00:36:06.160,00:36:11.680,function is minimized and that is when,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function is minimized and that is when,function is minimized and that is when
00:36:09.280,00:36:13.760,we say the whole the network has,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,we say the whole the network has,we say the whole the network has
00:36:11.680,00:36:16.160,converged or the training process has,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,converged or the training process has,converged or the training process has
00:36:13.760,00:36:18.880,converged and there can be situations,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,converged and there can be situations,converged and there can be situations
00:36:16.160,00:36:21.599,where convergence may not happen in rare,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,where convergence may not happen in rare,where convergence may not happen in rare
00:36:18.880,00:36:24.000,cases but by and large the network will,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,cases but by and large the network will,cases but by and large the network will
00:36:21.599,00:36:26.320,converge and after maybe a few,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,converge and after maybe a few,converge and after maybe a few
00:36:24.000,00:36:28.160,iterations it could be tens of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,iterations it could be tens of,iterations it could be tens of
00:36:26.320,00:36:30.160,iterations or hundreds of iterations,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,iterations or hundreds of iterations,iterations or hundreds of iterations
00:36:28.160,00:36:32.800,depending on what exactly the number of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,depending on what exactly the number of,depending on what exactly the number of
00:36:30.160,00:36:35.599,iterations can vary and then we say okay,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,iterations can vary and then we say okay,iterations can vary and then we say okay
00:36:32.800,00:36:38.079,we are getting a certain accuracy and we,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,we are getting a certain accuracy and we,we are getting a certain accuracy and we
00:36:35.599,00:36:40.800,say that is our threshold maybe 90,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,say that is our threshold maybe 90,say that is our threshold maybe 90
00:36:38.079,00:36:42.880,accuracy we stop at that and we say that,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,accuracy we stop at that and we say that,accuracy we stop at that and we say that
00:36:40.800,00:36:44.640,the system is trained the trained model,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,the system is trained the trained model,the system is trained the trained model
00:36:42.880,00:36:47.440,is then deployed for production and so,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is then deployed for production and so,is then deployed for production and so
00:36:44.640,00:36:49.920,on so that is the way the neural network,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,on so that is the way the neural network,on so that is the way the neural network
00:36:47.440,00:36:53.200,training happens okay so that is the way,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,training happens okay so that is the way,training happens okay so that is the way
00:36:49.920,00:36:56.079,classification works in deep learning,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,classification works in deep learning,classification works in deep learning
00:36:53.200,00:36:59.280,using neural network and this slide is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,using neural network and this slide is,using neural network and this slide is
00:36:56.079,00:37:01.520,an animation of this whole process as,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,an animation of this whole process as,an animation of this whole process as
00:36:59.280,00:37:04.079,you can see the forward propagation the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,you can see the forward propagation the,you can see the forward propagation the
00:37:01.520,00:37:06.160,data is going forward from the input,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,data is going forward from the input,data is going forward from the input
00:37:04.079,00:37:07.359,layer to the output layer and there is,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,layer to the output layer and there is,layer to the output layer and there is
00:37:06.160,00:37:10.000,an output,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,an output,an output
00:37:07.359,00:37:12.960,and the error is calculated the cost,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and the error is calculated the cost,and the error is calculated the cost
00:37:10.000,00:37:15.359,function is calculated and that is fed,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,function is calculated and that is fed,function is calculated and that is fed
00:37:12.960,00:37:18.320,back as a part of backward propagation,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,back as a part of backward propagation,back as a part of backward propagation
00:37:15.359,00:37:20.800,and that whole process repeats once,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,and that whole process repeats once,and that whole process repeats once
00:37:18.320,00:37:23.359,again okay so remember in neural,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,again okay so remember in neural,again okay so remember in neural
00:37:20.800,00:37:27.520,networks the training process is nothing,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,networks the training process is nothing,networks the training process is nothing
00:37:23.359,00:37:29.760,but the finding the best values of the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,but the finding the best values of the,but the finding the best values of the
00:37:27.520,00:37:32.400,weights and biases for each and every,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights and biases for each and every,weights and biases for each and every
